url,likes,comments,views,type,video_download,display_url,thumbnail,post_date,caption
https://www.instagram.com/p/DURQK8skuIW,3,1,0,carousel_container,,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/625243624_18358671154207836_256974755862037564_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=102&ig_cache_key=MzgyMzkwNzY5ODg2MjM4NTI3Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=2Rg4zg1J_qMQ7kNvwGdHuyl&_nc_oc=AdqdcZI_TXlCW0ngEhUA2irzox-NM1oXUB6ccsa3yns1j1BwlPj2QnHeiQty_im3YT8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af0LxQsczPaOAfgeguCvERyQO3xXxec4voZ4H7wzx2by9w&oe=69DEB005,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/625243624_18358671154207836_256974755862037564_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=102&ig_cache_key=MzgyMzkwNzY5ODg2MjM4NTI3Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=2Rg4zg1J_qMQ7kNvwGdHuyl&_nc_oc=AdqdcZI_TXlCW0ngEhUA2irzox-NM1oXUB6ccsa3yns1j1BwlPj2QnHeiQty_im3YT8&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af0LxQsczPaOAfgeguCvERyQO3xXxec4voZ4H7wzx2by9w&oe=69DEB005,2/2/2026,"CAMPANHA “QUEM INDICA, FORTALECE”. A força da #ACIRV reside na qualidade das suas conexões. Quando você usa sua influência para trazer um parceiro, o ganho é coletivo. Esse movimento não apenas expande a rede, mas blinda a economia local e eleva a representatividade de cada negócio envolvido.

Conhecendo este fato, temos a satisfação de apresentar a campanha estratégica #QuemIndicaFortalece. A lógica é simples e o retorno é imediato e garantido: Indicou uma empresa e a adesão foi efetivada, sua próxima mensalidade é isenta.

Já para quem lidera o movimento de expansão e acumula mais indicações, a ACIRV eleva o nível do reconhecimento. Os mais potentes líderes ganham prêmios que vão desde tecnologia até inserções na TV Sucesso.

Ao trazer novas lideranças para a ACIRV, você ativa na prática o método de #ConectarParaCrescer e prova que essa campanha é sobre transformar influência em resultados proporcionais ao esforço aplicado.

Entenda as regras detalhada nos slides e participe.

Aqui, ninguém cresce isolado. Crescemos conectado."
https://www.instagram.com/p/DT_OYPzEuM-,3,13,0,carousel_container,,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/622853471_18357361261207836_985172112683315782_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=MzgxODgzMjgxMzk0OTYwOTU0Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=39dJQ9r6kpsQ7kNvwERNPuI&_nc_oc=Adq7NxKsyylecF-b9lnmK1IxLAEf2Y-elepqkI2eXc1aG92qyTlyyDmUULUuVO0vx24&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af2M3F4SIjmy7pEKOuJjbv1mfVUR4F1pKDFBC22TiBUqzg&oe=69DEAA71,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/622853471_18357361261207836_985172112683315782_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=MzgxODgzMjgxMzk0OTYwOTU0Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=39dJQ9r6kpsQ7kNvwERNPuI&_nc_oc=Adq7NxKsyylecF-b9lnmK1IxLAEf2Y-elepqkI2eXc1aG92qyTlyyDmUULUuVO0vx24&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af2M3F4SIjmy7pEKOuJjbv1mfVUR4F1pKDFBC22TiBUqzg&oe=69DEAA71,1/26/2026,"Antecipar cenários é o que separa quem apenas reage ao mercado de quem lidera o movimento. O ciclo de oficinas deste semestre foi estruturado a partir de um diagnóstico claro: existem lacunas de eficiência técnica que hoje travam a escalabilidade dos negócios locais.

O objetivo não é prever o futuro, mas preparar o empresário para ele. Da aplicação prática de IA nas finanças à consolidação da Liderança 5.0, a #ACIRV transformou tendências globais em ferramentas de decisão para a nossa realidade.

Participar dessas imersões vai além do conhecimento; é também sobre a oportunidade de fazer networking com quem faz a economia de #RioVerde girar.

Analise os temas e se programe para posicionar sua equipe na rota da #Inovação e da #GestãoEmpresarial estratégica.

Aqui, ninguém cresce isolado. A gente cresce em rede."
https://www.instagram.com/p/DW8rNxXDaCA,1,0,0,feed,,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/669855919_18368990305207836_7786556099754520796_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=101&ig_cache_key=Mzg3MjE1OTg0MTk4NTA3NzM3Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=tuZ5XzyCcsYQ7kNvwHPJ6W_&_nc_oc=Adr7KmUhTxIAIIx9kSzZx_HoHn6rHOkY-fcQUe05uPyB-E6pjVbHP-IiwKK0eyHfxw4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af28jZ_zr_GTXM9o7bsxIAfm-j9y4ZRFyhkaJBY55mbOtg&oe=69DECACE,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/669855919_18368990305207836_7786556099754520796_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=101&ig_cache_key=Mzg3MjE1OTg0MTk4NTA3NzM3Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTgwMC5zZHIuQzMifQ%3D%3D&_nc_ohc=tuZ5XzyCcsYQ7kNvwHPJ6W_&_nc_oc=Adr7KmUhTxIAIIx9kSzZx_HoHn6rHOkY-fcQUe05uPyB-E6pjVbHP-IiwKK0eyHfxw4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af28jZ_zr_GTXM9o7bsxIAfm-j9y4ZRFyhkaJBY55mbOtg&oe=69DECACE,4/10/2026,"A falta de alinhamento e a comunicação falha custam caro para qualquer negócio. O mercado atual exige profissionais capazes de tomar decisões rápidas e precisas sob pressão contínua. 

A oficina On Board utiliza a dinâmica intensa do jogo de tabuleiro Pandemic para simular um ambiente corporativo altamente desafiador. Você vai testar suas habilidades e fundar bases sólidas de trabalho em equipe. Quem hesita durante o processo, perde o controle das operações e dos resultados. Quem colabora de forma inteligente, avança.

Esta imersão prática desenvolve a sua #Gestão de tempo e a #Liderança em cenários de alta complexidade. A parceria educacional com o @sebrae reforça o compromisso da #ACIRV em entregar ferramentas aos participantes, provando que o método de #ConectarParaCrescer blinda o seu #Negócios contra falhas de comunicação e liderança.

Desenvolva sua capacidade de resolução de problemas, no dia 14/04, às 19h, em nossa sede. O acesso para inscrição está disponível no link da bio.

Aqui, ninguém cresce isolado. A gente cresce conectado."
https://www.instagram.com/p/DW8k1kLDniU,44,0,2164,clips,https://scontent-atl3-3.cdninstagram.com/o1/v/t2/f2/m86/AQPyLEwZFFCjIwAnH7T2g9nkBl4ZF-g9WM2YFyo6E5xRONImd3I2RQWKw-qO7l3_qVZlxGR0Z_faKiRUAEY0j2HFZUhRBLOpNvULQXg.mp4?_nc_cat=110&_nc_sid=5e9851&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_ohc=0-HRHGOTy_oQ7kNvwFVB18v&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTg0NjQ2ODE3NDMwOTgzMzcsImFzc2V0X2FnZV9kYXlzIjowLCJ2aV91c2VjYXNlX2lkIjoxMDgyNywiZHVyYXRpb25fcyI6OTcsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=a74b7a6f5726f780&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BOTQ0MDNBNDFFQjhBMDBEMUVDMjgyRUQ0N0Q1NTVCOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0Q5NDI3ODExNkE0Qjg4NDFGQ0YxM0QxQzJDM0FERUE0X2F1ZGlvX2Rhc2hpbml0Lm1wNBUCAsgBEgAoABgAGwKIB3VzZV9vaWwBMRJwcm9ncmVzc2l2ZV9yZWNpcGUBMRUAACbCh4HD9-HMQRUCKAJDMywXQFhAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdf4HZZapAQA&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a3a8&_nc_zt=28&oh=00_Af3SyMQ5Yy1S8AxIx8hI3e3j_53nNoZC1DfE5J3z_pQFDA&oe=69DAC8A3,https://scontent-atl3-3.cdninstagram.com/v/t51.71878-15/670630020_2413571022445183_5326202048436988601_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=Mzg3MjEzMTc5MDI3ODY1NDEwMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=CJE83Eq0apcQ7kNvwGouHT-&_nc_oc=Adp7nTsVna1Djp5oHbADPcYLrNSbhcVM6gYKYKpf-4TGpKev5vP1j1f9n_n-5hlG8h0&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a3a8&oh=00_Af203AnsR39Of9Wqa3wcy9V9eTpSIzVqKLgPVgJgBEZPeg&oe=69DEDD79,https://scontent-atl3-3.cdninstagram.com/v/t51.71878-15/670630020_2413571022445183_5326202048436988601_n.jpg?stp=dst-jpg_e15_tt6&_nc_cat=110&ig_cache_key=Mzg3MjEzMTc5MDI3ODY1NDEwMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjY0MHgxMTM2LnNkci5DMyJ9&_nc_ohc=CJE83Eq0apcQ7kNvwGouHT-&_nc_oc=Adp7nTsVna1Djp5oHbADPcYLrNSbhcVM6gYKYKpf-4TGpKev5vP1j1f9n_n-5hlG8h0&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a3a8&oh=00_Af203AnsR39Of9Wqa3wcy9V9eTpSIzVqKLgPVgJgBEZPeg&oe=69DEDD79,4/10/2026,"José Carlos Cintra, presidente da ACIRV, destacou o grande sucesso da TecnoShow, reforçando a importância da feira para o fortalecimento do agronegócio e da economia regional. Segundo ele, o evento se consolida como uma das maiores vitrines de inovação, tecnologia e oportunidades de negócios do Brasil, reunindo produtores, empresários e investidores em um ambiente de crescimento e desenvolvimento.

Durante a cobertura especial da Goiás TV, José Carlos Cintra falou com Cristian Gomes e equipe, ressaltando a organização, a participação expressiva do público e o impacto positivo que a TecnoShow gera para Rio Verde e toda a região. Ele também parabenizou a Comigo pela excelência na realização de mais uma edição histórica do evento.

#TecnoShow #ACIRV #GoiasTV #CristianGomesTV #AgroEmAlta"
https://www.instagram.com/p/DW6tF2vDZ86,1,0,0,feed,,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/657258496_18366620821207836_8677397284983175771_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzg3MTYwNTE0NDE0MDIyNjM2Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNTB4MTY4OC5zZHIuQzMifQ%3D%3D&_nc_ohc=aki3AG0zGl4Q7kNvwGiRyeH&_nc_oc=Adrx_ifbvam1jfTXFOVfmsCth38XKYGrWRTA_k9x9dswXCHvNA1jhnnt8Dxs1ZYW-l4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af1cdLWhIfw7bYJJnwEgVAeM1ckOG1-LMoAhKYcZ-FHSaA&oe=69DEA9B8,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/657258496_18366620821207836_8677397284983175771_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzg3MTYwNTE0NDE0MDIyNjM2Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNTB4MTY4OC5zZHIuQzMifQ%3D%3D&_nc_ohc=aki3AG0zGl4Q7kNvwGiRyeH&_nc_oc=Adrx_ifbvam1jfTXFOVfmsCth38XKYGrWRTA_k9x9dswXCHvNA1jhnnt8Dxs1ZYW-l4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af1cdLWhIfw7bYJJnwEgVAeM1ckOG1-LMoAhKYcZ-FHSaA&oe=69DEA9B8,4/9/2026,"Na Sudoexpo, você se conecta diretamente com quem decide, compra e investe.
É relacionamento acelerado.
É mercado concentrado.
É resultado potencializado."
https://www.instagram.com/p/DW2Nf7dDRTB,209,7,0,carousel_container,,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/669353874_18368424742207836_1377927384006797441_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=Mzg3MDMzODUzMjYwNzEyNjg0Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTkyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=INLjQCEO5jkQ7kNvwFNfeFN&_nc_oc=Ado9BFS5j5eQ1w6gEBeB0IGLbvHc5GK_7ve7QNTNlBQr0kjKcoUANkKo6V7ydQn2fMA&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af26gm--ndKcKruiIWbokNNoa8T3Zc5mvnfKwTDodPuWgw&oe=69DEC83F,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/669353874_18368424742207836_1377927384006797441_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=Mzg3MDMzODUzMjYwNzEyNjg0Mw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTkyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=INLjQCEO5jkQ7kNvwFNfeFN&_nc_oc=Ado9BFS5j5eQ1w6gEBeB0IGLbvHc5GK_7ve7QNTNlBQr0kjKcoUANkKo6V7ydQn2fMA&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af26gm--ndKcKruiIWbokNNoa8T3Zc5mvnfKwTDodPuWgw&oe=69DEC83F,4/7/2026,"Caminhar pelos corredores da maior e mais bem organizada edição da história da TecnoShow evidencia como Rio Verde dita o ritmo do mercado global de inovação no #agronegócio.

A presença institucional da #ACIRV no evento endossa o impacto de uma estrutura que atrai os olhares do Brasil inteiro. A grandiosidade erguida pela @cooperativacomigo estabelece um padrão de excelência em feiras de alto nível. Prestigiar a #TecnoShow significa honrar as raízes do nosso setor produtivo e construir pontes comerciais importantes para o nosso desenvolvimento. 

Agradecemos cada pausa, aperto de mão e foto com o nosso presidente José Carlos Cintra durante a visita. Essa receptividade à classe empresarial comprova que o método #ConectarParaCrescer consolida parcerias duradouras e negócios de valor. O #Agronegócio avança com mais força quando a comunidade de lideranças caminha lado a lado na mesma direção.

Aqui, ninguém cresce isolado. A gente cresce conectado."
https://www.instagram.com/p/DW2KB2CDdd9,3,0,0,feed,,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/662146437_18368423215207836_1794624087036613353_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=100&ig_cache_key=Mzg3MDMyNTAzNjk3MjYyNzgzNw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTkyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=S7tWnJ-7o-QQ7kNvwGnzBTE&_nc_oc=Adpfm6Ihj8W54PqvHmO-XG3JOohGZ-OkK5FTnmfQyq1FSoyaW2qT_Hr6P3t5oErG0DQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af0SDBJ-h6jLukxPoY7LJoFerpJTu1XjOPJ9WZhN7xCTqA&oe=69DEC586,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/662146437_18368423215207836_1794624087036613353_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=100&ig_cache_key=Mzg3MDMyNTAzNjk3MjYyNzgzNw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTkyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=S7tWnJ-7o-QQ7kNvwGnzBTE&_nc_oc=Adpfm6Ihj8W54PqvHmO-XG3JOohGZ-OkK5FTnmfQyq1FSoyaW2qT_Hr6P3t5oErG0DQ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af0SDBJ-h6jLukxPoY7LJoFerpJTu1XjOPJ9WZhN7xCTqA&oe=69DEC586,4/7/2026,"Vem aí o Fórum da Indústria da ACIRV. Dia 27 de maio, às 7h30, em Rio Verde.

O encontro propõe um olhar direto sobre os desafios do setor, com espaço para troca, análise e construção de caminhos possíveis para a indústria local.

Promovido pela ACIRV, o fórum reúne empresários e lideranças para fortalecer a indústria e impulsionar o desenvolvimento da nossa região.

Aqui, ninguém cresce isolado. A gente cresce conectado."
https://www.instagram.com/p/DWy33TNDcAC,2,1,0,feed,,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/658353925_18366620749207836_3531526261217432020_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ig_cache_key=Mzg2OTQwMDcyMjYxNDEwODE2Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNTB4MTY4OC5zZHIuQzMifQ%3D%3D&_nc_ohc=EqwXNmQwJ10Q7kNvwEiLIlS&_nc_oc=Adq9h3-NmG-COgu0A6pgwMcizOKi2lF76WoJDp-lJSKo4TrvzA2h2Bj5JD-nxg62Gbc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af3X60JfhBYPNejdtFaaJbYVsw8fUpz-028N74XO6Hn1Bg&oe=69DED6B5,https://scontent-atl3-2.cdninstagram.com/v/t51.82787-15/658353925_18366620749207836_3531526261217432020_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ig_cache_key=Mzg2OTQwMDcyMjYxNDEwODE2Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNTB4MTY4OC5zZHIuQzMifQ%3D%3D&_nc_ohc=EqwXNmQwJ10Q7kNvwEiLIlS&_nc_oc=Adq9h3-NmG-COgu0A6pgwMcizOKi2lF76WoJDp-lJSKo4TrvzA2h2Bj5JD-nxg62Gbc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-2.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af3X60JfhBYPNejdtFaaJbYVsw8fUpz-028N74XO6Hn1Bg&oe=69DED6B5,4/6/2026,"A Sudoexpo foi pensada para gerar:
🤝 Conexões
📈 Oportunidades comerciais
💼 Relacionamentos estratégicos
Quer transformar presença em resultado? Fale com nossa equipe comercial."
https://www.instagram.com/p/DWrXxAxDcc_,3,2,0,feed,,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/654026498_18364792459207836_5322556651204538640_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=Mzg2NzI4OTIyODE3NDgwNDc5OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNTB4MTY4OC5zZHIuQzMifQ%3D%3D&_nc_ohc=KVMxDRtXYZMQ7kNvwF0xMgS&_nc_oc=AdqfvctRLo7NMj02l6Agthxq3gMPBAlhWyHPPZHaLpctsnQwiJSuQ-0rn5Yi_m6v73U&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af3KL7UtnMNt5qdjN-dLDK07KiRAxlYzaTXlr0zYED9sWA&oe=69DEDE46,https://scontent-atl3-1.cdninstagram.com/v/t51.82787-15/654026498_18364792459207836_5322556651204538640_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ig_cache_key=Mzg2NzI4OTIyODE3NDgwNDc5OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjEzNTB4MTY4OC5zZHIuQzMifQ%3D%3D&_nc_ohc=KVMxDRtXYZMQ7kNvwF0xMgS&_nc_oc=AdqfvctRLo7NMj02l6Agthxq3gMPBAlhWyHPPZHaLpctsnQwiJSuQ-0rn5Yi_m6v73U&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af3KL7UtnMNt5qdjN-dLDK07KiRAxlYzaTXlr0zYED9sWA&oe=69DEDE46,4/3/2026,"Realizada pela ACIRV, a Sudoexpo representa o compromisso da entidade com o crescimento sustentável de Rio Verde e região.
Uma feira construída com visão, planejamento e parceria."
https://www.instagram.com/p/DWpIiXwEWqY,30,0,0,carousel_container,,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/658926014_18367649986207836_8550813804551640806_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzg2NjY1ODg5NDUzODQzNjcyNQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTkyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=7PGYmKCxGCAQ7kNvwFqSIMk&_nc_oc=AdqwXI0uy61Vg3YS5winXbzbBH6jQGxgKAVfb_bE3LbmsQ68n7TiUXIffPQSXJd8Dd4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af08wK5-nVUlc4C0VtvwFl0z-jCg8ntqXRdojuwzo7J0sw&oe=69DEB2E3,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/658926014_18367649986207836_8550813804551640806_n.heic?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzg2NjY1ODg5NDUzODQzNjcyNQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6InhwaWRzLjE0NDB4MTkyMC5zZHIuQzMifQ%3D%3D&_nc_ohc=7PGYmKCxGCAQ7kNvwFqSIMk&_nc_oc=AdqwXI0uy61Vg3YS5winXbzbBH6jQGxgKAVfb_bE3LbmsQ68n7TiUXIffPQSXJd8Dd4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_gid=urPl5bgtYzEm9n1FofUP-A&_nc_ss=7a32e&oh=00_Af08wK5-nVUlc4C0VtvwFl0z-jCg8ntqXRdojuwzo7J0sw&oe=69DEB2E3,4/2/2026,"Compreender a infraestrutura que move o nosso setor produtivo é o passo principal para planejar a expansão de qualquer negócio local. 

Recebemos a diretoria da @grupoequatorial para uma análise profunda dos resultados recentes e das novas inovações aplicadas na nossa região. Esse nível de diálogo direto mostra que #ConectarParaCrescer é o método exato para garantir que as demandas do empresário cheguem a quem toma as decisões. 

Avaliamos como cada nova #Inovação no fornecimento elétrico impacta a rotina e a #Gestão da nossa base produtiva. Alinhar a infraestrutura de #Energia com as necessidades do comércio e da indústria da #ACIRV gera previsibilidade concreta para quem planeja investir mais e abrir novos mercados. 

Aqui, ninguém cresce isolado. A gente cresce conectado."
